No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
3,,,,,,,,,,,,The Sword of Asur,Melee,Melee,User,6+,9+,-,,
3,,,,,,,,,,,,Hawk's Talon,Small Arms,"24""",User,9+,10+,-,,
3,,,,,,,,,,,,The Shining Blade,Melee,Melee,User,7+,8+,-,,
3,,,,,,,,,,,,Firepike,Heavy,"12""",1,10+,4+,-,,
3,,,,,,,,,,,,The Fire Axe,Melee,Melee,User,8+,4+,-,,
3,,,,,,,,,,,,Silent Death,Heavy,"12""",1,7+,8+,-,,
3,,,,,,,,,,,,The Blade of Destruction,Melee,Melee,User,6+,8+,-,,
3,,,,,,,,,,,,The Scorpion's Bite,Melee,Melee,User,6+,10+,-,,
3,,,,,,,,,,,,Scorpion's Claw,Melee,Melee,User,5+,6+,-,,
3,,,,,,,,,,,,The Maugetar (Ranged),Heavy,"36""",2,6+,9+,-,,
3,,,,,,,,,,,,The Maugetar (Melee),Melee,Melee,User,8+,8+,-,,
4,Lord,Avatar,"7""",2+,2+,2,2,7,5+,1,10,,,,,,,"Ignore Damage (5+)
Khaine Awakened: Morale tests taken for friendly Asuryani units are automatically passed whilst they are within 12"" of this unit.","Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Heavy, Monster, Character, Daemon, Avatar of Khaine",
4,,,,,,,,,,,,The Wailing Doom (Ranged),Heavy,"12""",1,9+,5+,Destroyer,,
4,,,,,,,,,,,,The Wailing Doom (Melee),Melee,Melee,User,5+,5+,Destroyer,,
5,HQ,Seer Council,"7""",3+,3+,1,1,6,6+,1,3,,,,,,,"Conclave of Power: If this unit contains 5 or more models, add 2 to wound rolls for attacks made by this unit. If this unit contains 10 models, add 4 to wound rolls for attacks made by this unit instead.","Aeldari, Asuryani, Warhost, <Craftworld>
Light, Infantry, Psyker, Warlock, Warlock Conclave",
5,,,,,,,,,,,,,,,,,"This unit can have Skyrunner Jetbikes (Power Rating +3). If this unit has Skyrunner Jetbikes, it:
- Has a Move characteristic of 17"".
- Has a Save characteristic of 5+.
- Is also equipped with Twin Shuriken Catapults.
- Has the following additional keywords: Biker, Fly, Warlock Skyrunner Conclave.
- Loses the following keywords: Warlock Conclave, Infantry.",,,
5,,,,,,,,,,,,Destructor,Small Arms,"12""",User,10+,10+,Witchfire,,
5,,,,,,,,,,,,Twin Shuriken Catapults,Small Arms,"12""",x2,8+,11+,-,,
5,,,,,,,,,,,,Witchblades & Singing Spears,Melee,Melee,x2,10+,11+,-,,
5,,,"7""",3+,3+,2,2,6,6+,5,6,,,,,,,,,
5,,,"7""",3+,3+,3,4,6,6+,10,12,,,,,,,,,
6,Troops,Guardian,"7""",3+,3+,2,2,5,10+,10,4,,,,,,,,"Aeldari, Asuryani, Warhost, <Craftworld>
Light, Infantry, Guardian, Guardian Defenders",
6,,,,,,,,,,,,,,,,,"For every 10 models this unit contains, it can also contain 1 Heavy Weapon Platform model (Power Rating +1 per model). For each Heavy Weapon Platform model this unit contains, it must also be equipped with one of the following: 1 Aeldari Missile Launcher; 1 Bright Lance; 1 Scatter Laser; 1 Shuriken Cannon; 1 Starcannon.",,,
6,,,,,,,,,,,,Shuriken Catapults,Small Arms,"12""",User,6+,9+,-,,
6,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,10+,-,,
6,,,,,,,,,,,,Aeldari Missile Launcher,Heavy,"48""",1,7+,7+,-,,
6,,,,,,,,,,,,Bright Lance,Heavy,"36""",1,10+,5+,-,,
6,,,,,,,,,,,,Scatter Laser,Heavy,"36""",1,7+,9+,-,,
6,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
6,,,,,,,,,,,,Starcannon,Heavy,"36""",1,8+,6+,-,,
6,,,"7""",3+,3+,4,4,5,10+,20,8,,,,,,,,,
7,Troops,Dire Avengers,"7""",3+,3+,1,1,6,8+,5,4,,,,,,,"Defence Tactics: Once per Damage phase, roll one D12 instead of one D6 when making a saving throw for this unit, irrespective of the size of the blast marker.","Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Infantry, Dire Avengers","per Unit: Defence Tactics: Once per Damage phase, roll one D12 instead of one D6 when making a saving throw for this unit, irrespective of the size of the blast marker."
7,,,,,,,,,,,,Avenger Shuriken Catapults,Small Arms,"18""",User,6+,9+,-,,
7,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,9+,-,,
7,,,"7""",3+,3+,2,2,6,8+,10,7,,,,,,,,,
8,Troops,Storm Guardians,"7""",3+,3+,2,2,5,10+,8,3,,,,,,,,"Aeldari, Asuryani, Warhost, <Craftworld>
Light, Infantry, Guardian, Storm Guardians",
8,,,,,,,,,,,,Shuriken Pistols,Small Arms,"12""",User,7+,9+,-,,
8,,,,,,,,,,,,Aeldari Blades,Melee,Melee,x2,7+,9+,-,,
8,,,"7""",3+,3+,4,4,5,10+,16,6,,,,,,,,,
8,,,"7""",3+,3+,6,6,5,10+,24,9,,,,,,,,,
9,Elites,Howling Banshees,"9""",3+,3+,1,1,6,8+,5,6,,,,,,,"Terror Troops
Banshee Mask: Subtract 1 from hit rolls for attacks made with melee weapons by enemy units that target this unit.","Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Infantry, Howling Banshees",
9,,,,,,,,,,,,Shuriken Pistols,Small Arms,"12""",User,7+,9+,-,,
9,,,,,,,,,,,,Power Swords,Melee,Melee,x2,5+,9+,-,,
9,,,"9""",3+,3+,2,2,6,8+,10,12,,,,,,,,,
10,Elites,Striking Scorpions,"7""",3+,3+,1,1,6,6+,5,7,,,,,,,"Deep Strike, Infiltrators
Shadow Strike: Add 1 to hit rolls for attacks made with melee weapons by this unit that target units garrisoning a Defensible Terrain feature.","Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Infantry, Striking Scorpions",
10,,,,,,,,,,,,Shuriken Pistols,Small Arms,"12""",User,7+,9+,-,,
10,,,,,,,,,,,,Mandiblasters,Melee,Melee,User,7+,12+,-,,
10,,,,,,,,,,,,Scorpion Chainswords,Melee,Melee,x3,7+,9+,-,,
10,,,"7""",3+,3+,2,2,6,6+,10,14,,,,,,,,,
11,Elites,Fire Dragons,"7""",3+,3+,1,1,6,6+,5,5,,,,,,,Assured Destruction: Re-roll wound rolls of 1 for attacks made by this unit that target Heavy or Super-heavy units.,"Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Infantry, Fire Dragons",
11,,,,,,,,,,,,Fusion Guns,Small Arms,"12""",x2,9+,2+,-,,
11,,,,,,,,,,,,Melta Bombs,Melee,Melee,User,10+,2+,-,,
11,,,"7""",3+,3+,2,2,6,6+,10,9,,,,,,,,,
12,Elites,Wraithblades,"5""",3+,3+,1,3,7,5+,5,7,,,,,,,,"Aeldari, Asuryani, Spirit Host, <Craftworld>
Light, Infantry, Wraith Construct, Wraithblades",
12,,,,,,,,,,,,,,,,,"Instead of Ghostswords, this unit can be equipped with Ghostaxes and have Forceshields. If this unit has Forceshields, it has a Save characteristic of 4+.",,,
12,,,,,,,,,,,,Ghostswords,Melee,Melee,x4,6+,7+,-,,
12,,,,,,,,,,,,Ghostaxes,Melee,Melee,x2,6+,5+,-,,
12,,,"5""",3+,3+,2,6,7,5+,10,14,,,,,,,,,
13,Elites,Spirit Seer,"7""",2+,2+,1,1,6,6+,1,4,,,,,,,"Spirit Mark: Re-roll hit rolls of 1 for attacks made by friendly <Craftworld> Spirit Host units whilst they are within 6"" of this unit.","Aeldari, Asuryani, Spirit Host, <Craftworld>
Light, Infantry, Character, Psyker, Spiritseer",
13,,,,,,,,,,,,Witch Staff,Melee,Melee,User,9+,9+,-,,
14,Elites,Wraithguard,"5""",3+,3+,1,3,7,5+,5,8,,,,,,,Implacable: This unit can still make a Shoot action in a turn in which it Fell Back.,"Aeldari, Asuryani, Spirit Host, <Craftworld>
Light, Infantry, Wraith Construct, Wraithguard",
14,,,,,,,,,,,,,,,,,"Instead of Wraithcannons, this unit can be equipped with D-scythes.",,,
14,,,,,,,,,,,,Wraithcannons,Small Arms,"12""",User,6+,4+,Destroyer,,
14,,,,,,,,,,,,D-scythes,Small Arms,"8""",x2,4+,6+,Inferno,,
14,,,,,,,,,,,,Wraithguard Fists,Melee,Melee,User,8+,8+,-,,
14,,,"5""",3+,3+,2,6,7,5+,10,15,,,,,,,,,
15,Elites,Rangers,"7""",3+,3+,1,1,5,10+,5,5,,,,,,,"Deep Strike, Stealth","Aeldari, Asuryani, Warhost, <Craftworld>
Light, Infantry, Rangers",
15,,,,,,,,,,,,Ranger Long Rifles,Small Arms,"36""",User,7+,9+,Sniper,,
15,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,9+,-,,
15,,,"7""",3+,3+,2,2,5,10+,10,10,,,,,,,,,
16,Fast,Windriders,"17""",3+,3+,1,1,5,8+,3,5,,,,,,,,"Aeldari, Asuryani, Warhost, <Craftworld>
Light, Biker, Fly, Windriders",
16,,,,,,,,,,,,,,,,,"For each model this unit contains, it must also be equipped with one of the following: 1 Scatter Laser; 1 Shuriken Cannon; 1 Twin Shuriken Catapult.",,,
16,,,,,,,,,,,,Scatter Laser,Heavy,"36""",1,7+,9+,-,,
16,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
16,,,,,,,,,,,,Twin Shuriken Catapult,Heavy,"12""",2,8+,11+,-,,
16,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,9+,-,,
16,,,"17""",3+,3+,2,2,5,8+,6,10,,,,,,,,,
16,,,"17""",3+,3+,3,3,5,8+,9,15,,,,,,,,,
17,Fast,Vypers,"16""",6+,3+,1,1,6,6+,1,5,,,,,,,,"Aeldari, Asuryani, Warhost, <Craftworld>
Heavy, Biker, Fly, Vehicle, Vypers",
17,,,,,,,,,,,,,,,,,"For each model this unit contains, it must also be equipped with one of the following: 1 Aeldari Missile Launcher; 1 Bright Lance; 1 Scatter Laser; 1 Shuriken Cannon; 1 Starcannon.
For each model this unit contains, it must also be equipped with one of the following: 1 Shuriken Cannon; 1 Twin Shuriken Catapult.",,,
17,,,,,,,,,,,,Aeldari Missile Launcher,Heavy,"48""",1,7+,7+,-,,
17,,,,,,,,,,,,Bright Lance,Heavy,"36""",1,10+,5+,-,,
17,,,,,,,,,,,,Scatter Laser,Heavy,"36""",1,7+,9+,-,,
17,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
17,,,,,,,,,,,,Starcannon,Heavy,"36""",1,8+,6+,-,,
17,,,,,,,,,,,,Twin Shuriken Catapult,Heavy,"12""",2,8+,11+,-,,
17,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,-,,
17,,,"16""",6+,3+,2,2,6,6+,2,10,,,,,,,,,
17,,,"20""",6+,3+,3,3,6,6+,3,15,,,,,,,,,
18,Fast,Swooping Hawks,"14""",3+,3+,1,1,6,8+,5,6,,,,,,,"Deep Strike
Skyleap: When this unit makes a Move action, it can skyleap instead of moving. If it does, it is removed from the battlefield and placed into Tactical Reserves. When this unit arrives as reinforcements, set it up anywhere on the battlefield that is more than 9"" away from any enemy units. A unit cannot skyleap if it was set up on the battlefield this turn, if there are any enemy units in base contact with it, or if there are any blast markers next to it.","Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Infantry, Fly, Jump Pack, Swooping Hawks","per Unit: Deep Strike Skyleap: When this unit makes a Move action, it can skyleap instead of moving."
18,,,,,,,,,,,,Lasblasters,Small Arms,"24""",x3,8+,10+,-,,
18,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,9+,-,,
18,,,"14""",3+,3+,2,2,6,8+,10,12,,,,,,,,,
19,Fast,Warp Spiders,"7""",3+,3+,1,1,6,6+,5,7,,,,,,,"Deep Strike
Warp Jump Generator: Instead of making a Move action, this unit can perform a warp jump. If it has any blast markers next to it, you must first resolve damage for it as if it were the Damage phase. If it is not destroyed, remove this unit from the battlefield, set it up anywhere on the battlefield that is more than 9"" away from any enemy units and then roll one D12; on a 1, place one blast marker next to this unit.","Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Infantry, Jump Pack, Warp Spiders","per Unit: Deep Strike Warp Jump Generator: Instead of making a Move action, this unit can perform a warp jump."
19,,,,,,,,,,,,Death Spinners,Small Arms,"12""",x2,6+,8+,-,,
19,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,9+,-,,
19,,,"7""",3+,3+,2,2,6,6+,10,14,,,,,,,,,
20,Fast,Shining Spears,"17""",3+,3+,1,1,6,5+,3,8,,,,,,,,"Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Biker, Fly, Shining Spears",
20,,,,,,,,,,,,Laser Lances (Ranged),Small Arms,"6""",User,10+,5+,-,,
20,,,,,,,,,,,,Twin Shuriken Catapults,Small Arms,"12""",x2,7+,9+,-,,
20,,,,,,,,,,,,Laser Lances (Melee),Melee,Melee,User,7+,5+,-,,
20,,,"17""",3+,3+,2,2,6,5+,6,16,,,,,,,,,
20,,,"17""",3+,3+,3,3,6,5+,9,24,,,,,,,,,
21,Heavy,War Walkers,"10""",3+,3+,1,1,6,7+,1,6,,,,,,,Infiltrators,"Aeldari, Asuryani, Warhost, <Craftworld>
Heavy, Vehicle, War Walkers",
21,,,,,,,,,,,,,,,,,"For each model this unit contains, it must also be equipped with two of the following in any combination: 1 Aeldari Missile Launcher; 1 Bright Lance; 1 Scatter Laser; 1 Shuriken Cannon; 1 Starcannon.",,,
21,,,,,,,,,,,,Aeldari Missile Launcher,Heavy,"48""",1,7+,7+,-,,
21,,,,,,,,,,,,Bright Lance,Heavy,"36""",1,10+,5+,-,,
21,,,,,,,,,,,,Scatter Laser,Heavy,"36""",1,7+,9+,-,,
21,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
21,,,,,,,,,,,,Starcannon,Heavy,"36""",1,8+,6+,-,,
21,,,,,,,,,,,,Armoured Feet,Melee,Melee,User,10+,10+,-,,
21,,,"10""",3+,3+,2,2,6,7+,2,11,,,,,,,,,
21,,,"10""",3+,3+,3,3,6,7+,3,17,,,,,,,,,
22,Heavy,Wraithlord,"8""",3+,3+,2,2,7,5+,1,5,,,,,,,,"Aeldari, Asuryani, Spirit Host, <Craftworld>
Heavy, Monster, Wraith Construct, Wraithlord",
22,,,,,,,,,,,,,,,,,"Instead of 1 Wraithbone Fist, this unit can be equipped with 1 Ghostglaive.
This unit can also be equipped with up to two of the following in any combination (Power Rating +1 per weapon): 1 Aeldari Missile Launcher; 1 Bright Lance; 1 Scatter Laser; 1 Shuriken Cannon; 1 Starcannon.",,,
22,,,,,,,,,,,,Aeldari Missile Launcher,Heavy,"48""",1,7+,7+,-,,
22,,,,,,,,,,,,Bright Lance,Heavy,"36""",1,10+,5+,-,,
22,,,,,,,,,,,,Scatter Laser,Heavy,"36""",1,7+,9+,-,,
22,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
22,,,,,,,,,,,,Starcannon,Heavy,"36""",1,8+,6+,-,,
22,,,,,,,,,,,,Ghostglaive,Melee,Melee,User,6+,5+,-,,
22,,,,,,,,,,,,Wraithbone Fist,Melee,Melee,User,5+,6+,-,,
23,Heavy,Support Weapons,"6""",3+,3+,1,1,5,8+,2,4,,,,,,,"Artillery Battery: Each Heavy Support slot in a Detachment allows you to take up to three of this unit in your army, instead of one. Each unit taken for a single Heavy Support slot must be placed at the same time and within 6"" of each other unit taken for the same slot the first time they are set up.","Aeldari, Asuryani, Warhost, <Craftworld>
Heavy, Vehicle, Artillery, Guardian, Support Weapon","per Unit: Artillery Battery: Each Heavy Support slot in a Detachment allows you to take up to three of this unit in your army, instead of one."
23,,,,,,,,,,,,,,,,,"Instead of 1 Shadow Weaver, this unit can be equipped with one of the following: 1 D-cannon; 1 Vibro Cannon.",,,
23,,,,,,,,,,,,Shadow Weaver,Heavy,"48""",2,6+,9+,Barrage,,
23,,,,,,,,,,,,D-cannon,Heavy,"24""",1,6+,4+,"Destroyer, Barrage",,
23,,,,,,,,,,,,Vibro Cannon,Heavy,"48""",1,5+,5+,-,,
23,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,9+,10+,-,,
24,Heavy,Dark Reapers,"6""",3+,3+,1,1,6,6+,5,6,,,,,,,Inescapable Death: Unmodified hit rolls of 3+ for attacks made with this unit's ranged weapons are always successful.,"Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Light, Infantry, Dark Reapers",
24,,,,,,,,,,,,Reaper Launchers,Small Arms,"48""",x2,6+,6+,-,,
24,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,8+,9+,-,,
24,,,"6""",3+,3+,2,2,6,6+,10,12,,,,,,,,,
25,Heavy,Falcon,"16""",6+,3+,1,2,6,6+,1,10,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.
TRANSPORT: This unit can transport up to 6 Phoenix Lord or <Craftworld> Infantry models. Each Wraithguard and Wraithblade model takes up the space of 2 other models. It cannot transport Jump Pack models.","Aeldari, Asuryani, Warhost, <Craftworld>
Heavy, Vehicle, Fly, Transport, Falcon",
25,,,,,,,,,,,,,,,,,"Instead of 1 Shuriken Cannon, this unit can be equipped with one of the following: 1 Aeldari Missile Launcher; 1 Bright Lance; 1 Scatter Laser; 1 Starcannon.
Instead of 1 Twin Shuriken Catapult, this unit can be equipped with 1 Shuriken Cannon.",,,
25,,,,,,,,,,,,Aeldari Missile Launcher,Heavy,"48""",1,7+,7+,-,,
25,,,,,,,,,,,,Bright Lance,Heavy,"36""",1,10+,5+,-,,
25,,,,,,,,,,,,Scatter Laser,Heavy,"36""",1,7+,9+,-,,
25,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
25,,,,,,,,,,,,Starcannon,Heavy,"36""",1,8+,6+,-,,
25,,,,,,,,,,,,Pulse Laser,Heavy,"48""",2,10+,5+,-,,
25,,,,,,,,,,,,Twin Shuriken Catapult,Heavy,"12""",2,8+,11+,-,,
25,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,-,,
26,Heavy,Fire Prism,"16""",6+,3+,1,2,6,6+,1,9,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.","Aeldari, Asuryani, Warhost, <Craftworld>
Heavy, Vehicle, Fly, Fire Prism",
26,,,,,,,,,,,,,,,,,"Instead of 1 Twin Shuriken Catapult, this unit can be equipped with 1 Shuriken Cannon.",,,
26,,,,,,,,,,,,Prism Cannon,Heavy,"60""",2,6+,6+,Destroyer,,
26,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
26,,,,,,,,,,,,Twin Shuriken Catapult,Heavy,"12""",2,8+,11+,-,,
26,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,-,,
27,Heavy,Night Spinner,"16""",6+,3+,1,2,6,6+,1,9,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.","Aeldari, Asuryani, Warhost, <Craftworld>
Heavy, Vehicle, Fly, Night Spinner",
27,,,,,,,,,,,,,,,,,"Instead of 1 Twin Shuriken Catapult, this unit can be equipped with 1 Shuriken Cannon.",,,
27,,,,,,,,,,,,Doomweaver,Heavy,"48""",4,6+,8+,Barrage,,
27,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
27,,,,,,,,,,,,Twin Shuriken Catapult,Heavy,"12""",2,8+,11+,-,,
27,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,-,,
28,Lord,Wraithknight,"12""",3+,3+,4,5,7,6+,1,21,,,,,,,,"Aeldari, Asuryani, Spirit Host, <Craftworld>
Super-heavy, Titanic, Wraith Construct, Wraithknight",
28,,,,,,,,,,,,,,,,,"Instead of 2 Heavy Wraithcannons and 1 Titanic Wraithbone Fist, this unit can have a Scattershield and be equipped with one of the following: 1 Suncannon; 1 Titanic Ghostglaive. If this unit has a Scattershield, it has a Save characteristic of 5+.
This unit can also be equipped with up to two of the following in any combination (Power Rating +1 per weapon): Scatter Laser; Shuriken Cannon; Starcannon.",,,
28,,,,,,,,,,,,Heavy Wraithcannon,Heavy,"36""",1,7+,3+,Destroyer,,
28,,,,,,,,,,,,Scatter Laser,Heavy,"36""",1,7+,9+,-,,
28,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
28,,,,,,,,,,,,Starcannon,Heavy,"36""",1,8+,6+,-,,
28,,,,,,,,,,,,Suncannon,Heavy,"48""",4,6+,6+,-,,
28,,,,,,,,,,,,Titanic Ghostglaive,Melee,Melee,User,4+,4+,Destroyer,,
28,,,,,,,,,,,,Titanic Wraithbone Fist,Melee,Melee,2,4+,4+,-,,
29,Transport,Wave Serpent,"16""",6+,3+,1,2,6,5+,1,10,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.
TRANSPORT: This unit can transport up to 12 Phoenix Lord or <Craftworld> Infantry models. Each Wraithguard and Wraithblade model takes up the space of 2 other models. It cannot transport Jump Pack models.","Aeldari, Asuryani, Warhost, <Craftworld>
Heavy, Vehicle, Fly, Transport, Wave Serpent",
29,,,,,,,,,,,,,,,,,"Instead of 1 Twin Shuriken Cannon, this unit can be equipped with one of the following: 1 Twin Aeldari Missile Launcher; 1 Twin Bright Lance; 1 Twin Scatter Laser; 1 Twin Starcannon.
Instead of 1 Twin Shuriken Catapult, this unit can be equipped with 1 Shuriken Cannon.",,,
29,,,,,,,,,,,,Shuriken Cannon,Heavy,"24""",1,6+,8+,-,,
29,,,,,,,,,,,,Twin Aeldari Missile Launcher,Heavy,"48""",2,7+,7+,-,,
29,,,,,,,,,,,,Twin Bright Lance,Heavy,"36""",2,10+,5+,-,,
29,,,,,,,,,,,,Twin Scatter Laser,Heavy,"36""",2,7+,9+,-,,
29,,,,,,,,,,,,Twin Shuriken Cannon,Heavy,"24""",2,6+,8+,-,,
29,,,,,,,,,,,,Twin Shuriken Catapult,Heavy,"12""",2,8+,11+,-,,
29,,,,,,,,,,,,Twin Starcannon,Heavy,"36""",2,8+,6+,-,,
29,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,-,,
30,Air,Crimson Hunter,"20""-60""",6+,2+,1,2,6,6+,1,11,,,,,,,"Supersonic
Skyhunters: You can re-roll wound rolls for attacks made by this unit that target units that can Fly.
Marksman's Eye: If this unit has an Exarch Pilot, re-roll hit rolls of 1 for attacks made with ranged weapons by this unit.","Aeldari, Asuryani, Aspect Warrior, <Craftworld>
Heavy, Vehicle, Fly, Aircraft, Crimson Hunter",
30,,,,,,,,,,,,,,,,,"This unit can have an Exarch Pilot (Power Rating +1). If this unit has an Exarch Pilot, it has the following additional abilities: Marksman's Eye.",,,
30,,,,,,,,,,,,Bright Lance,Heavy,"36""",1,10+,5+,-,,
30,,,,,,,,,,,,Pulse Laser,Heavy,"48""",2,10+,5+,-,,
30,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,-,,
31,Air,Hemlock Wraithfighter,"20""-60""",6+,3+,1,2,6,6+,1,11,,,,,,,"Ignore Damage (6+), Supersonic, Terror Troops","Aeldari, Asuryani, Spirit Host, <Craftworld>
Heavy, Psyker, Fly, Aircraft, Vehicle, Wraith Construct, Hemlock Wraithfighter",
31,,,,,,,,,,,,Heavy D-scythe,Heavy,"16""",1,3+,5+,Inferno,,
31,,,,,,,,,,,,Armoured Hull,Melee,Melee,User,10+,10+,-,,
